Education_Sector,Entity_Type,School_Number,School_Name,School_Type,School_Status,Address,Address_Town,Address_State,Address_Postcode,Postal Address,Postal_Town,State Code,Postal_Postcode,Phone Number,LGA_ID,LGA_Name,Latitude,Longitude
Catholic,2,1416,St John the Baptist's School,Primary,O,Station Street ,KOO WEE RUP,VIC,3981,PO Box 39,Koo Wee Rup,VIC,3981,(035) 997-1653,145,Cardinia (S),145.485268,-38.197464
Catholic,2,1422,St Vincent de Paul's School,Primary,O,92 - 114 Woodland Street ,STRATHMORE,VIC,3041,92 - 114 Woodland Street,Strathmore,VIC,3041,(039) 379-5723,506,Moonee Valley (C),144.92413,-37.742142
Catholic,2,1425,St Joseph's College Geelong,Secondary,O,135 Aphrasia Street ,NEWTOWN,VIC,3220,135 Aphrasia Street,Newtown,VIC,3220,(035) 226-8100,275,Greater Geelong (C),144.331863,-38.150205
Catholic,2,1429,St Joseph's School,Primary,O,33 St John's Avenue ,SPRINGVALE,VIC,3171,33 St John's Avenue,Springvale,VIC,3171,(039) 546-8223,267,Greater Dandenong (C),145.150344,-37.953229
Catholic,2,1431,St Bede's College,Secondary,O,2 Mentone Parade ,MENTONE,VIC,3194,2 Mentone Parade,Mentone,VIC,3194,(039) 582-5999,343,Kingston (C),145.068214,-37.991161
Catholic,2,1438,Holy Name School,Primary,O,12 Robb Street ,PRESTON EAST,VIC,3073,12 Robb Street,Preston East,VIC,3073,(039) 471-0883,189,Darebin (C),145.018574,-37.730261
Catholic,2,1445,Siena College Ltd,Secondary,O,815 Riversdale Road ,CAMBERWELL,VIC,3124,815 Riversdale Road,Camberwell,VIC,3124,(039) 835-0200,111,Boroondara (C),145.082575,-37.833662
Catholic,2,1459,St Bernard's School,Primary,O,36 Patterson Street ,COBURG EAST,VIC,3058,36 Patterson Street,Coburg East,VIC,3058,(039) 384-8500,525,Moreland (C),144.972708,-37.747422
Catholic,2,1461,St Benedict's School,Primary,O,3-9 Central Avenue ,BURWOOD,VIC,3125,3-9 Central Avenue,Burwood,VIC,3125,(039) 808-8551,698,Whitehorse (C),145.0973996,-37.84949599
Catholic,2,1465,St Oliver Plunkett's School,Primary,O,1-39 Landells Road ,PASCOE VALE,VIC,3044,PO Box 667,Pascoe Vale,VIC,3044,(039) 354-5411,525,Moreland (C),144.941855,-37.730886
Catholic,2,1466,Corpus Christi School,Primary,O,380 Geelong Road ,KINGSVILLE,VIC,3012,380 Geelong Road,Kingsville,VIC,3012,(039) 314-7303,433,Maribyrnong (C),144.872915,-37.808532
Catholic,2,1470,St Robert's School,Primary,O,13 Nicholas Street ,NEWTOWN,VIC,3220,13 Nicholas Street,Newtown,VIC,3220,(035) 221-1075,275,Greater Geelong (C),144.343009,-38.15641
Catholic,2,1471,St Bernard's College,Secondary,O,41 Rosehill Road ,ESSENDON,VIC,3040,41 Rosehill Road,Essendon,VIC,3040,(039) 289-1000,506,Moonee Valley (C),144.8832,-37.749392
Catholic,2,1473,Whitefriars College Inc,Secondary,O,156 Park Road ,DONVALE,VIC,3111,156 Park Road,Donvale,VIC,3111,(039) 872-8200,421,Manningham (C),145.199541,-37.7918
Catholic,2,1477,St Michael's School,Primary,O,268 High Street ,ASHBURTON,VIC,3147,268 High Street,Ashburton,VIC,3147,(039) 885-3105,111,Boroondara (C),145.082484,-37.864128
Catholic,2,1480,St Mary's School,Primary,O,131 Powells Road ,CLARKES HILL,VIC,3352,131 Powells Road,Clarkes Hill,VIC,3352,(035) 334-5280,515,Moorabool (S),143.988696,-37.500399
Catholic,2,1481,Our Lady of the Sacred Heart College,Secondary,O,111 Jasper Road ,BENTLEIGH,VIC,3204,111 Jasper Road,Bentleigh,VIC,3204,(038) 520-9200,231,Glen Eira (C),145.039942,-37.925723
Catholic,2,1482,St Bede's School,Primary,O,2 Marwal Avenue ,BALWYN NORTH,VIC,3104,2 Marwal Avenue,Balwyn North,VIC,3104,(038) 851-4651,111,Boroondara (C),145.070901,-37.793523
Catholic,2,1485,Salesian College,Secondary,O,10 Bosco Street ,CHADSTONE,VIC,3148,10 Bosco Street,Chadstone,VIC,3148,(039) 807-2644,497,Monash (C),145.100257,-37.882735
Catholic,2,1488,St Patrick's School,Primary,O,29 Leahy Street ,NHILL,VIC,3418,PO Box 113,Nhill,VIC,3418,(035) 391-1575,298,Hindmarsh (S),141.64304,-36.335412
Catholic,2,1489,St Margaret's School,Primary,O,83 St Albans Road ,GEELONG EAST,VIC,3219,83 St Albans Road,Geelong East,VIC,3219,(035) 229-7453,275,Greater Geelong (C),144.373926,-38.164624
Independent,2,1490,Mount Scopus Memorial College,Pri/Sec,O,245 Burwood Highway ,BURWOOD,VIC,3125,245 Burwood Highway,Burwood,VIC,3125,(039) 834-0000,698,Whitehorse (C),145.117774,-37.847216
Catholic,2,1493,St Kieran's School,Primary,O,Lloyd Street ,MOE,VIC,3825,Lloyd Street,Moe,VIC,3825,(035) 127-3606,381,Latrobe (C),146.253555,-38.179369
Catholic,2,1495,Marcellin College,Secondary,O,160 Bulleen Road ,BULLEEN,VIC,3105,160 Bulleen Road,Bulleen,VIC,3105,(039) 851-1589,421,Manningham (C),145.082675,-37.774782
Catholic,2,1497,Marist-Sion College,Secondary,O,165 Burke Street ,WARRAGUL,VIC,3820,165 Burke Street,Warragul,VIC,3820,(035) 623-5944,83,Baw Baw (S),145.915266,-38.159029
Independent,2,1498,Henderson College,Pri/Sec,O,806-816 Cowra Ave ,IRYMPLE,VIC,3498,PO Box 491,Irymple,VIC,3498,(035) 024-5192,478,Mildura (RC),142.159259,-34.222606
Catholic,2,1499,St Theresa's School,Primary,O,16 Drummartin Street ,ALBION,VIC,3020,16 Drummartin Street,Albion,VIC,3020,(039) 311-9070,118,Brimbank (C),144.820196,-37.782193
Catholic,2,1500,St Bernadette's School,Primary,O,53 Stanley Street ,IVANHOE WEST,VIC,3079,PO Box 3109,Ivanhoe North,VIC,3079,(039) 499-3914,66,Banyule (C),145.034125,-37.763063
Catholic,2,1501,St Colman's School,Primary,O,46 Dunlop Street ,MORTLAKE,VIC,3272,PO Box 42,Mortlake,VIC,3272,(035) 599-2285,549,Moyne (S),142.8020236,-38.07993674
Catholic,2,1503,St Agnes' School,Primary,O,Peterson Street ,HIGHETT,VIC,3190,Peterson Street,Highett,VIC,3190,(039) 532-0344,91,Bayside (C),145.031826,-37.946096
Catholic,2,1505,Our Lady of the Assumption School,Primary,O,9 Centre Dandenong Road ,CHELTENHAM,VIC,3192,9 Centre Dandenong Road,Cheltenham,VIC,3192,(039) 584-9488,343,Kingston (C),145.059713,-37.965505
Independent,2,1508,Nunawading Christian College-Primary,Primary,O,Laughlin Ave ,NUNAWADING,VIC,3131,Laughlin Ave,Nunawading,VIC,3131,(039) 878-9927,698,Whitehorse (C),145.17005,-37.82192
Catholic,2,1509,Sacred Heart School,Primary,O,35 Wicklow Avenue 35 Wicklow Avenue,CROYDON,VIC,3136,PO Box 14935 Wicklow Avenue,Croydon,VIC,3136,(039) 724-4333,441,Maroondah (C),145.272793,-37.79749
Catholic,2,1510,St Malachy's School,Primary,O,34 Lake Street ,EDENHOPE,VIC,3318,34 Lake Street,Edenhope,VIC,3318,(035) 585-1396,689,West Wimmera (S),141.300045,-37.034028
Independent,2,1511,Heritage College,Pri/Sec,O,333 Centre Road ,NARRE WARREN SOUTH,VIC,3805,PO Box 293,Berwick,VIC,3806,(039) 796-0100,161,Casey (C),145.316519,-38.050215
Catholic,2,1512,St Mary's School,Primary,O,Myrtle Street ,ALEXANDRA,VIC,3714,PO Box 151,Alexandra,VIC,3714,(035) 772-1500,562,Murrindindi (S),145.713385,-37.191268
Catholic,2,1513,Resurrection House,Primary,O,6 Aberfeldie Street ,ESSENDON,VIC,3040,6 Aberfeldie Street,Essendon,VIC,3040,(039) 337-0084,506,Moonee Valley (C),144.905195,-37.756648
Independent,2,1515,Adass Israel School,Pri/Sec,O,10-12 King Street ,ELSTERNWICK,VIC,3185,PO Box 23,Elsternwick,VIC,3185,(039) 523-6422,231,Glen Eira (C),145.008205,-37.883899
Catholic,2,1516,Holy Spirit School,Primary,O,197 Clarendon Street ,THORNBURY EAST,VIC,3071,197 Clarendon Street,Thornbury East,VIC,3071,(039) 480-0391,189,Darebin (C),145.01619,-37.760845
Catholic,2,1521,Sacred Heart School,Primary,O,Winifred Street ,ST ALBANS,VIC,3021,PO Box 252,St Albans,VIC,3021,(039) 366-0266,118,Brimbank (C),144.800053,-37.73769
Catholic,2,1522,St Thomas The Apostle School,Primary,O,67 Central Road ,BLACKBURN,VIC,3130,PO Box 395,Blackburn,VIC,3130,(039) 878-8268,698,Whitehorse (C),145.157434,-37.823247
Catholic,2,1523,St Mary's School,Primary,O,5-7 Southam Street ,RUSHWORTH,VIC,3612,5-7 Southam Street,Rushworth,VIC,3612,(035) 856-1347,137,Campaspe (S),145.011203,-36.587795
Catholic,2,1524,St Michael's School,Primary,O,Davis Street ,HEYFIELD,VIC,3858,PO Box 93,Heyfield,VIC,3858,(035) 148-2514,681,Wellington (S),146.7842665,-37.98075149
Catholic,2,1525,St Thomas Aquinas School,Primary,O,51 Plume Street ,NORLANE,VIC,3214,P.O. Box 291,North Geelong,VIC,3215,(035) 275-3560,275,Greater Geelong (C),144.35882,-38.090171
Catholic,2,1526,St Pius X School,Primary,O,431 Waterdale Road ,HEIDELBERG WEST,VIC,3081,431 Waterdale Road,Heidelberg West,VIC,3081,(039) 457-3776,66,Banyule (C),145.04629,-37.746924
Catholic,2,1527,St Margaret Mary's School,Primary,O,181 Hudsons Road ,SPOTSWOOD,VIC,3015,181 Hudsons Road,Spotswood,VIC,3015,(039) 391-3118,311,Hobsons Bay (C),144.877732,-37.829084
Catholic,2,1528,Monivae College,Secondary,O,133 Ballarat Road ,HAMILTON,VIC,3300,PO Box 423,Hamilton,VIC,3300,(035) 551-1200,626,Southern Grampians (S),142.0494536,-37.74203709
Catholic,2,1529,St Mary Magdalen's School,Primary,O,20 Bolwarra Street ,CHADSTONE,VIC,3148,20 Bolwarra Street,Chadstone,VIC,3148,(039) 807-0315,497,Monash (C),145.101198,-37.879776
Catholic,2,1530,St Anthony's School,Primary,O,90 Buckley Street ,NOBLE PARK,VIC,3174,90 Buckley Street,Noble Park,VIC,3174,(039) 546-0044,267,Greater Dandenong (C),145.172427,-37.97171
Catholic,2,1531,St Peter's School,Primary,O,16 Mary Street ,CLAYTON,VIC,3168,16 Mary Street,Clayton,VIC,3168,(039) 544-3032,497,Monash (C),145.121859,-37.92314
Catholic,2,1532,St Joseph's School,Primary,O,33 Lascelles Street ,HOPETOUN,VIC,3396,PO Box 186,Hopetoun,VIC,3396,(035) 083-3296,763,Yarriambiack (S),142.362192,-35.72393
Independent,2,1533,Yeshivah College,Pri/Sec,O,88 Hotham Street ,ST KILDA EAST,VIC,3183,88 Hotham Street,St Kilda East,VIC,3183,(039) 522-8222,231,Glen Eira (C),145.000341,-37.868122
Catholic,2,1534,St John Bosco's School,Primary,O,6 Teague Street ,NIDDRIE,VIC,3042,29 Muriel Street,Niddrie,VIC,3042,(039) 337-2314,506,Moonee Valley (C),144.889028,-37.743657
Catholic,2,1537,Holy Family School,Primary,O,143-147 Separation Street ,BELL PARK,VIC,3215,PO Box 5482,Geelong North,VIC,3215,(035) 278-4634,275,Greater Geelong (C),144.338334,-38.111101
Catholic,2,1538,Holy Spirit Parish School,Primary,O,83 Minerva Road ,MANIFOLD HEIGHTS,VIC,3218,83 Minerva Road,Manifold Heights,VIC,3218,(035) 229-8298,275,Greater Geelong (C),144.329964,-38.135809
Catholic,2,1539,St Mary's School,Primary,O,210 Grimshaw Street ,GREENSBOROUGH,VIC,3088,210 Grimshaw Street,Greensborough,VIC,3088,(039) 433-4000,66,Banyule (C),145.092633,-37.702851
Catholic,2,1541,Mother of God School,Primary,O,67 Blanche Street ,ARDEER,VIC,3022,67 Blanche Street,Ardeer,VIC,3022,(039) 363-1734,118,Brimbank (C),144.800812,-37.779414
Catholic,2,1542,St Peter Chanel School,Primary,O,848 Ballarat Road ,DEER PARK,VIC,3023,848 Ballarat Road,Deer Park,VIC,3023,(039) 363-1586,118,Brimbank (C),144.769266,-37.768526
Catholic,2,1543,Christ the King Primary School,Primary,O,28 Riley Court ,BRAYBROOK,VIC,3019,28 Riley Court,Braybrook,VIC,3019,(039) 311-7387,433,Maribyrnong (C),144.86196,-37.787611
Catholic,2,1545,Corpus Christi School,Primary,O,13-21 Widford Street ,GLENROY,VIC,3046,13-21 Widford Street,Glenroy,VIC,3046,(039) 306-3062,525,Moreland (C),144.922802,-37.703891
Catholic,2,1547,Killester College,Secondary,O,433 Springvale Road ,SPRINGVALE,VIC,3171,433 Springvale Road,Springvale,VIC,3171,(039) 547-5000,267,Greater Dandenong (C),145.152017,-37.959071
Catholic,2,1549,St Paul's School,Primary,O,Links Street ,SUNSHINE WEST,VIC,3020,Links Street,Sunshine West,VIC,3020,(039) 363-1568,118,Brimbank (C),144.807516,-37.787534
Catholic,2,1550,St Patrick's School,Primary,O,5 Victoria Street ,PYRAMID HILL,VIC,3575,5 Victoria Street,Pyramid Hill,VIC,3575,(035) 455-7220,394,Loddon (S),144.111842,-36.054852
Catholic,2,1551,Clonard College,Secondary,O,225 Church Street ,HERNE HILL,VIC,3218,225 Church Street,Herne Hill,VIC,3218,(035) 278-2155,275,Greater Geelong (C),144.330481,-38.130078
Catholic,2,1554,Stella Maris School,Primary,O,113 Oak Street ,BEAUMARIS,VIC,3193,113 Oak Street,Beaumaris,VIC,3193,(039) 589-2641,91,Bayside (C),145.041044,-37.981986
Catholic,2,1555,St Therese's School,Primary,O,Albion Street ,KENNINGTON,VIC,3550,Albion Street,Kennington,VIC,3550,(035) 443-3200,262,Greater Bendigo (C),144.298244,-36.766898
Catholic,2,1556,St Bernadette's School,Primary,O,2 Willey Street ,SUNSHINE NORTH,VIC,3020,2 Willey Street,Sunshine North,VIC,3020,(039) 311-8872,118,Brimbank (C),144.835276,-37.771157
Catholic,2,1557,St James' School,Primary,O,260 Albert Street ,SEBASTOPOL,VIC,3356,260 Albert Street,Sebastopol,VIC,3356,(035) 335-8750,57,Ballarat (C),143.840181,-37.603467
Independent,2,1559,Rossbourne School,Special,O,131 Power Street ,HAWTHORN,VIC,3122,131 Power Street,Hawthorn,VIC,3122,(039) 819-4611,111,Boroondara (C),145.02655,-37.82304
Catholic,2,1560,Sacred Heart School,Primary,O,Olive Grove ,MILDURA,VIC,3500,PO Box 5056,Mildura,VIC,3502,(035) 023-1204,478,Mildura (RC),142.152242,-34.187326
Independent,2,1561,Beth Rivkah Ladies College,Pri/Sec,O,14-20 Balaclava Road ,ST KILDA EAST,VIC,3183,14-20 Balaclava Road,St Kilda East,VIC,3183,(039) 522-8227,231,Glen Eira (C),145.000835,-37.869281
Catholic,2,1563,St Margaret's Primary School,Primary,O,67 The Esplanade ,MARIBYRNONG,VIC,3032,67 The Esplanade,Maribyrnong,VIC,3032,(039) 318-1339,433,Maribyrnong (C),144.891039,-37.766895
Catholic,2,1564,Immaculate Heart of Mary School,Primary,O,50-54 Monash Road ,NEWBOROUGH,VIC,3825,PO Box 281,Newborough,VIC,3825,(035) 127-2342,381,Latrobe (C),146.291592,-38.184743
Catholic,2,1565,Holy Family School,Primary,O,250 Stephensons Road ,MOUNT WAVERLEY,VIC,3149,250 Stephensons Road,Mount Waverley,VIC,3149,(039) 807-3300,497,Monash (C),145.129634,-37.874255
Catholic,2,1566,St Gerard's School,Primary,O,71 Gladstone Road ,DANDENONG NORTH,VIC,3175,71 Gladstone Road,Dandenong North,VIC,3175,(039) 791-7553,267,Greater Dandenong (C),145.205824,-37.971329
Catholic,2,1568,St Mel's School,Primary,O,35 Hamilton Street ,SHEPPARTON SOUTH,VIC,3630,35 Hamilton Street,Shepparton South,VIC,3630,(035) 821-3163,283,Greater Shepparton (C),145.410675,-36.39247
Catholic,2,1569,Our Lady of Perpetual Succour School,Primary,O,31 Erasmus Street ,SURREY HILLS,VIC,3127,31 Erasmus Street,Surrey Hills,VIC,3127,(039) 898-7655,698,Whitehorse (C),145.111389,-37.830057
Catholic,2,1570,St Catherine's School,Primary,O,14-28 Fletcher Street ,MOORABBIN,VIC,3189,14-28 Fletcher Street,Moorabbin,VIC,3189,(039) 555-7200,343,Kingston (C),145.052171,-37.938224
Catholic,2,1571,Sacred Heart Girls' College,Secondary,O,113 Warrigal Road ,HUGHESDALE,VIC,3166,PO Box 228,Oakleigh,VIC,3166,(039) 568-5488,497,Monash (C),145.086083,-37.902163
Catholic,2,1575,St Vincent de Paul's School,Primary,O,2 Rowell Street ,MORWELL EAST,VIC,3840,2 Rowell Street,Morwell East,VIC,3840,(035) 134-2060,381,Latrobe (C),146.415478,-38.230608
Independent,2,1577,St Peter's Lutheran School,Primary,O,6-26 Horsham Road ,DIMBOOLA,VIC,3414,6-26 Horsham Road,Dimboola,VIC,3414,(035) 389-1626,298,Hindmarsh (S),142.037578,-36.457061
Catholic,2,1578,St Mary's School,Primary,O,47 Hannon Street ,SEA LAKE,VIC,3533,47 Hannon Street,Sea Lake,VIC,3533,(035) 070-1272,127,Buloke (S),142.85067,-35.501832
Catholic,2,1579,St Joseph's School,Primary,O,40 Milners Road ,YARRA JUNCTION,VIC,3797,PO Box 42A,Yarra Junction,VIC,3797,(035) 967-1183,745,Yarra Ranges (S),145.616814,-37.792172
Catholic,2,1580,St Stephen's School,Primary,O,71 Whitelaw Street ,RESERVOIR EAST,VIC,3073,71 Whitelaw Street,Reservoir East,VIC,3073,(039) 460-3566,189,Darebin (C),145.019202,-37.711568
Catholic,2,1581,St Brendan's School,Primary,O,Golf Links Road ,LAKES ENTRANCE,VIC,3909,PO Box 914,Lakes Entrance,VIC,3909,(035) 155-2712,211,East Gippsland (S),148.012335,-37.87102
Catholic,2,1582,St Martin of Tours School,Primary,O,2-12 Silk Street ,ROSANNA,VIC,3084,PO Box 430,Rosanna,VIC,3084,(039) 459-0902,66,Banyule (C),145.076979,-37.735182
Catholic,2,1583,St Michael's School,Primary,O,Queen Elizabeth Drive ,TALLANGATTA,VIC,3700,PO Box 13,Tallangatta,VIC,3700,(026) 071-2386,667,Towong (S),147.173415,-36.216232
Catholic,2,1584,Christ Our Holy Redeemer School,Primary,O,43 Ferntree Gully Road ,OAKLEIGH EAST,VIC,3166,43 Ferntree Gully Road,Oakleigh East,VIC,3166,(039) 569-8966,497,Monash (C),145.105753,-37.896158
Catholic,2,1585,Our Lady of the Nativity School,Primary,O,29 Fawkner Street ,ABERFELDIE,VIC,3040,29 Fawkner Street,Aberfeldie,VIC,3040,(039) 337-4204,506,Moonee Valley (C),144.896581,-37.756347
Catholic,2,1588,St John's Regional College,Secondary,O,5-11 Caroline Street ,DANDENONG,VIC,3175,Private Bag 5040 MDC,Dandenong,VIC,3175,(039) 791-3366,267,Greater Dandenong (C),145.226256,-37.990229
Catholic,2,1589,Nagle College,Secondary,O,20 Hope Avenue ,BAIRNSDALE,VIC,3875,PO Box 507,Bairnsdale,VIC,3875,(035) 152-6122,211,East Gippsland (S),147.587656,-37.837096
Catholic,2,1590,St Mary's School,Pri/Sec,O,12 Watkin Street ,ROBINVALE,VIC,3549,PO Box 379,Robinvale,VIC,3549,(035) 026-3483,661,Swan Hill (RC),142.7785055,-34.58470583
Catholic,2,1591,Our Lady's School,Primary,O,White Street ,WANGARATTA,VIC,3677,PO Box 486,Wangaratta,VIC,3676,(035) 721-3783,670,Wangaratta (RC),146.321144,-36.372191
Catholic,2,1592,Emmaus College,Secondary,O,503 Springvale Road ,VERMONT SOUTH,VIC,3133,503 Springvale Road,Vermont South,VIC,3133,(039) 845-3211,698,Whitehorse (C),145.174107,-37.84779
Catholic,2,1593,St Dominic's School,Primary,O,408 Camp Road ,BROADMEADOWS,VIC,3047,PO Box 274,Broadmeadows,VIC,3047,(039) 309-4146,327,Hume (C),144.923702,-37.685055
Catholic,2,1594,St Patrick's School,Primary,O,Mangan Street ,TONGALA,VIC,3621,Mangan Street,Tongala,VIC,3621,(035) 859-0371,137,Campaspe (S),144.953591,-36.252656
Catholic,2,1595,St Bridget's School,Primary,O,36 Sweyn Street ,BALWYN NORTH,VIC,3104,36 Sweyn Street,Balwyn North,VIC,3104,(039) 857-6394,111,Boroondara (C),145.103253,-37.795925
Catholic,2,1596,St Leonard's School,Primary,O,349 Springvale Road ,GLEN WAVERLEY,VIC,3150,349 Springvale Road,Glen Waverley,VIC,3150,(039) 560-8491,497,Monash (C),145.163894,-37.886803
Catholic,2,1598,St Scholastica's School,Primary,O,4 Starling Street ,BENNETTSWOOD,VIC,3125,4 Starling Street,Bennettswood,VIC,3125,(039) 808-7279,698,Whitehorse (C),145.125908,-37.851646
Catholic,2,1600,St Christopher's School,Primary,O,Doon Avenue ,GLEN WAVERLEY,VIC,3150,Doon Avenue,Glen Waverley,VIC,3150,(039) 803-0011,497,Monash (C),145.1501975,-37.87109838
Catholic,2,1602,St John Vianney's School,Primary,O,Brisbane Terrace ,PARKDALE EAST,VIC,3195,Brisbane Terrace,Parkdale East,VIC,3195,(039) 580-5812,343,Kingston (C),145.09249,-37.99047
Catholic,2,1604,Ss Peter & Paul's School,Primary,O,16 Beverley Street ,DONCASTER EAST,VIC,3109,16 Beverley Street,Doncaster East,VIC,3109,(039) 842-2056,421,Manningham (C),145.1534,-37.790552
Catholic,2,1605,St Mary of the Angels College,Secondary,O,Chapel Street ,NATHALIA,VIC,3638,PO Box 141,Nathalia,VIC,3638,(035) 866-2222,490,Moira (S),145.208748,-36.057656
Catholic,2,1607,Holy Family School,Primary,O,100 Power Road ,DOVETON,VIC,3177,PO Box 34,Doveton,VIC,3177,(039) 791-1853,161,Casey (C),145.238629,-37.990496
Catholic,2,1608,Aquinas College,Secondary,O,46 Great Ryrie Street ,RINGWOOD,VIC,3134,PO Box 190,Ringwood,VIC,3134,(039) 259-3000,441,Maroondah (C),145.234935,-37.823058
Independent,2,1609,Leibler Yavneh College,Pri/Sec,O,2 Nagle Avenue ,ELSTERNWICK,VIC,3185,PO Box 164,Caulfield South,VIC,3162,(039) 528-4911,231,Glen Eira (C),145.006626,-37.892871
Independent,2,1610,The Peninsula School,Pri/Sec,O,20 Wooralla Drive ,MT ELIZA,VIC,3930,Private Bag No 3,Mt Eliza,VIC,3930,(039) 788-7777,534,Mornington Peninsula (S),145.090692,-38.198174
Catholic,2,1612,St Matthew's School,Primary,O,95 William Street ,FAWKNER NORTH,VIC,3060,95 William Street,Fawkner North,VIC,3060,(039) 359-5423,525,Moreland (C),144.967951,-37.698156
Catholic,2,1613,St John Vianney's School,Primary,O,23 Police Road ,MULGRAVE,VIC,3170,23 Police Road,Mulgrave,VIC,3170,(039) 546-4161,497,Monash (C),145.159559,-37.932718
Catholic,2,1615,St Luke's School,Primary,O,1A David Street ,LALOR,VIC,3075,1A David Street,Lalor,VIC,3075,(039) 465-2099,707,Whittlesea (C),145.0188321,-37.67237431
Catholic,2,1616,St Francis de Sales School,Primary,O,626 Pascoe Vale Road ,OAK PARK,VIC,3046,PO Box 2109,Oak Park,VIC,3046,(039) 306-9444,525,Moreland (C),144.921079,-37.718847
Independent,2,1617,St John's Lutheran School Geelong,Primary,O,33 Aberdeen Street ,GEELONG,VIC,3220,33 Aberdeen Street,Geelong,VIC,3220,(035) 221-5221,275,Greater Geelong (C),144.347467,-38.147331
Catholic,2,1618,St Thomas More's School,Primary,O,Reynold's Lane ,BELGRAVE,VIC,3160,PO Box 21,Belgrave,VIC,3160,(039) 754-4444,745,Yarra Ranges (S),145.3526801,-37.90841476
Catholic,2,1619,St Pius X School,Primary,O,32-34 Hoddle Street ,WARRNAMBOOL WEST,VIC,3280,32-34 Hoddle Street,Warrnambool West,VIC,3280,(035) 562-2506,673,Warrnambool (C),142.46583,-38.364916
Catholic,2,1620,St Christopher's School,Primary,O,34 Roberts Road ,AIRPORT WEST,VIC,3042,34 Roberts Road,Airport West,VIC,3042,(039) 338-3591,506,Moonee Valley (C),144.880249,-37.72501
Catholic,2,1622,Sacred Heart School,Primary,O,125 Hart Street ,ELIMINYT,VIC,3250,PO Box 221,Eliminyt,VIC,3250,(035) 231-5292,175,Colac-Otway (S),143.578547,-38.353155
Catholic,2,1623,Sacred Heart School,Primary,O,25 Gipson Street ,DIAMOND CREEK,VIC,3089,25 Gipson Street,Diamond Creek,VIC,3089,(039) 438-1590,571,Nillumbik (S),145.158777,-37.67214795
Catholic,2,1624,St Michael's School,Primary,O,16 Scanlan Street ,BERWICK,VIC,3806,PO Box 424,Berwick,VIC,3806,(039) 707-1600,161,Casey (C),145.353572,-38.033824
Catholic,2,1625,Ave Maria College,Secondary,O,14-22 Vida Street ,ABERFELDIE,VIC,3040,14-22 Vida Street,Aberfeldie,VIC,3040,(039) 331-9300,506,Moonee Valley (C),144.897964,-37.756618
